,totalOpenReq,totalFile,totalIOReq,totalReadReq,numProc,predict
0,0.0003958259730055108,0.002274368231046932,4.9835468666245176e-05,1.4792693315926273e-05,0.0444015444015444,10
1,0.003564118122892173,0.005740072202166066,9.515997825526168e-05,4.268486408898109e-05,0.19305019305019305,12
2,0.0035013754952561947,0.019025270758122742,0.0006227272714742876,0.0002912331277132083,0.08236808236808238,14
3,0.1084462104084545,0.043321299638989175,0.0029730841233784077,0.002023440424605114,0.08236808236808238,13
4,0.09529468190961607,0.11093862815884477,0.003841776636303449,0.0025505464336724845,0.16473616473616473,2
5,0.008001579935160336,0.008664259927797834,0.00026566301821885033,0.00021227863046194327,1.0,4
6,0.001288960961031775,0.001552346570397112,0.005803938711563657,0.004181398145745704,0.15444015444015444,12
7,0.00017054204156088498,0.002779783393501805,0.005767339438719046,5.7490216962730164e-05,0.005148005148005148,0
8,0.0003958259730055108,0.002274368231046932,5.00830925203033e-05,1.4792693315926273e-05,0.0444015444015444,10
9,0.003564118122892173,0.005740072202166066,0.00010628202702102331,4.26785343100697e-05,0.19305019305019305,12
10,0.1084462104084545,0.08014440433212996,0.002464352595586464,0.0016971909599540775,0.08236808236808238,13
11,0.003564118122892173,0.005740072202166066,0.00010274521084136292,4.26785343100697e-05,0.19305019305019305,12
12,0.003580119598396652,0.006173285198555957,9.212775408009708e-05,4.267220453115832e-05,0.19305019305019305,12
13,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,0.0005350783656062702,0.18532818532818526,12
14,0.0008716593235334121,0.00010830324909747292,0.017307711328726383,0.0012493084637417071,0.02059202059202059,0
15,0.003580119598396652,0.006173285198555957,9.730215820027396e-05,4.267220453115832e-05,0.19305019305019305,12
16,0.00133907084484843,0.001552346570397112,0.005804331172011598,0.004181398145745704,0.15444015444015444,12
17,0.0005634203743418866,0.0014801444043321301,0.0006471392457658669,0.00042189242400219,0.03088803088803089,10
18,0.0002282315716691349,0.005090252707581228,4.731718079195594e-05,4.433060660594337e-05,0.02059202059202059,0
19,0.017759953444128108,0.15700361010830327,0.3108645685478824,0.0667178541117747,0.2574002574002574,3
