,totalOpenReq,totalFile,totalIOReq,totalReadReq,numProc,predict
0,0.0003958259730055108,0.002274368231046932,4.9835468666245176e-05,1.4792693315926273e-05,0.0444015444015444,1
1,0.003564118122892173,0.005740072202166066,9.515997825526168e-05,4.268486408898109e-05,0.19305019305019305,11
2,0.0035013754952561947,0.019025270758122742,0.0006227272714742876,0.0002912331277132083,0.08236808236808238,19
3,0.1084462104084545,0.043321299638989175,0.0029730841233784077,0.002023440424605114,0.08236808236808238,0
4,0.09529468190961607,0.11093862815884477,0.003841776636303449,0.0025505464336724845,0.16473616473616473,0
5,0.008001579935160336,0.008664259927797834,0.00026566301821885033,0.00021227863046194327,1.0,11
6,0.001288960961031775,0.001552346570397112,0.005803938711563657,0.004181398145745704,0.15444015444015444,6
7,0.00017054204156088498,0.002779783393501805,0.005767339438719046,5.7490216962730164e-05,0.005148005148005148,23
8,0.0003958259730055108,0.002274368231046932,5.00830925203033e-05,1.4792693315926273e-05,0.0444015444015444,1
9,0.003564118122892173,0.005740072202166066,0.00010628202702102331,4.26785343100697e-05,0.19305019305019305,11
10,0.1084462104084545,0.08014440433212996,0.002464352595586464,0.0016971909599540775,0.08236808236808238,0
11,0.003564118122892173,0.005740072202166066,0.00010274521084136292,4.26785343100697e-05,0.19305019305019305,11
12,0.003580119598396652,0.006173285198555957,9.212775408009708e-05,4.267220453115832e-05,0.19305019305019305,11
13,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,0.0005350783656062702,0.18532818532818526,19
14,0.0008716593235334121,0.00010830324909747292,0.017307711328726383,0.0012493084637417071,0.02059202059202059,23
15,0.003580119598396652,0.006173285198555957,9.730215820027396e-05,4.267220453115832e-05,0.19305019305019305,11
16,0.00133907084484843,0.001552346570397112,0.005804331172011598,0.004181398145745704,0.15444015444015444,6
17,0.0005634203743418866,0.0014801444043321301,0.0006471392457658669,0.00042189242400219,0.03088803088803089,1
18,0.0002282315716691349,0.005090252707581228,4.731718079195594e-05,4.433060660594337e-05,0.02059202059202059,15
19,0.017759953444128108,0.15700361010830327,0.3108645685478824,0.0667178541117747,0.2574002574002574,17
20,0.00017054204156088498,0.002779783393501805,0.005767339438719046,5.7490216962730164e-05,0.005148005148005148,23
21,0.0007398576963517897,0.001552346570397112,0.00573068410009616,0.004001904605155322,0.07722007722007722,10
22,0.003564118122892173,0.005740072202166066,0.00010182479764797708,4.2669039641702614e-05,0.19305019305019305,11
23,0.0007040649221970362,0.001552346570397112,0.005730403771204773,0.004001904605155322,0.07722007722007722,10
24,5.558407280502917e-05,0.0011191335740072202,2.706575446337209e-05,2.598374243126973e-06,0.0045045045045045045,15
25,0.003564118122892173,0.005740072202166066,9.761986427717872e-05,4.26785343100697e-05,0.19305019305019305,11
26,0.1084462104084545,0.07978339350180506,0.002464352595586464,0.0016971909599540775,0.08236808236808238,0
27,0.1084462104084545,0.04314079422382672,0.0029730841233784077,0.002023440424605114,0.08236808236808238,0
28,0.1084462104084545,0.04263537906137185,0.002370914303939135,0.0016467616113670068,0.08236808236808238,0
29,0.003962891736122194,0.003176895306859206,0.00016608085170196572,4.391600608724711e-05,0.19305019305019305,11
30,0.00133907084484843,0.001552346570397112,0.005804331172011598,0.004181398145745704,0.15444015444015444,6
31,5.558407280502917e-05,0.0011191335740072202,2.706809053746697e-05,2.598374243126973e-06,0.0045045045045045045,15
32,0.0007183820318589378,0.001552346570397112,0.005730515902761328,0.004001904605155322,0.07722007722007722,10
33,0.0,0.3472924187725632,0.0,0.0,0.6589446589446589,5
34,0.1084462104084545,0.0800361010830325,0.0017284285177702845,0.0012381490635209199,0.08236808236808238,0
35,0.0007255405866898884,0.001552346570397112,0.005730571968539605,0.004001904605155322,0.07722007722007722,10
36,0.003564118122892173,0.005740072202166066,0.00010232705357837798,4.2358880475044345e-05,0.19305019305019305,11
37,0.0007326991415208393,0.00025270758122743686,0.005730628034317882,0.004001904605155322,0.07722007722007722,10
38,0.017759953444128108,0.15700361010830327,0.31520943275696456,0.0667178541117747,0.2574002574002574,17
39,0.003596542165361774,0.0036462093862815893,9.696576353061008e-05,4.267536942061401e-05,0.19305019305019305,11
40,0.1084462104084545,0.08126353790613719,0.0017272324478337015,0.0012381490635209199,0.08236808236808238,0
41,0.0035767508667114986,0.005740072202166066,0.00010602505887058564,4.393183053452559e-05,0.19305019305019305,11
42,0.0004316187471602644,3.610108303249098e-05,0.001163488711181241,0.0,0.16473616473616473,6
43,0.0007255405866898884,0.001552346570397112,0.005730571968539605,0.004001904605155322,0.07722007722007722,10
44,0.1084462104084545,0.08068592057761734,0.002464352595586464,0.0016971909599540775,0.08236808236808238,0
45,0.0026356114521718,0.005234657039711192,0.0002033435695895238,7.623902209827727e-05,0.3243243243243243,11
46,0.001288960961031775,0.001552346570397112,0.005803938711563657,0.004181398145745704,0.15444015444015444,6
47,0.0006897478125351348,0.001552346570397112,0.005730291639648218,0.004001904605155322,0.07722007722007722,10
48,0.1084462104084545,0.08075812274368231,0.0017272324478337015,0.0012381490635209199,0.08236808236808238,0
49,0.0008720804149940563,0.032779783393501814,0.006126847225477737,0.001249305298852251,0.02059202059202059,18
50,0.1084462104084545,0.07945848375451264,0.002467940805396212,0.001695570536552761,0.08236808236808238,0
51,0.003564118122892173,0.005740072202166066,9.32303810528842e-05,4.268486408898109e-05,0.19305019305019305,11
52,0.1084462104084545,0.0796028880866426,0.0017284285177702845,0.0012381490635209199,0.08236808236808238,0
53,0.003564118122892173,0.005740072202166066,9.911261562381212e-05,4.26785343100697e-05,0.19305019305019305,11
54,0.00017054204156088498,0.002779783393501805,0.013029752281721829,5.750604141000864e-05,0.005148005148005148,23
55,0.0012658009306963462,0.0006859205776173287,0.010234845201708715,0.0002234158764565399,0.010296010296010296,23
56,0.001288960961031775,0.001552346570397112,0.005803938711563657,0.004181398145745704,0.15444015444015444,6
57,0.1084462104084545,0.07996389891696751,0.0017272324478337015,0.0012381490635209199,0.08236808236808238,0
58,0.0026356114521718,0.005234657039711192,0.00020353512766530465,7.623902209827727e-05,0.3243243243243243,11
59,0.1084462104084545,0.043104693140794216,0.002370914303939135,0.0016467616113670068,0.08236808236808238,0
60,0.0013319122900174794,0.001552346570397112,0.00580427510623332,0.004181398145745704,0.15444015444015444,6
61,0.0027703607195779315,0.009025270758122744,0.0005756436980918204,0.00032188508209163064,1.0,11
62,0.1084462104084545,0.08007220216606499,0.0017284285177702845,0.0012381490635209199,0.08236808236808238,0
63,0.003564118122892173,0.005740072202166066,0.00010797568073981708,4.267220453115832e-05,0.19305019305019305,11
64,0.00133907084484843,0.001552346570397112,0.005804331172011598,0.004181398145745704,0.15444015444015444,6
65,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,0.004181398145745704,0.15444015444015444,6
66,0.003571276677723124,0.0035740072202166072,0.000104287019743989,4.268802897843679e-05,0.19305019305019305,11
67,0.011085232701457523,0.11249097472924187,0.9601215635958772,0.00014004952330403368,0.005148005148005148,7
68,0.00017054204156088498,0.002779783393501805,0.013029752281721829,5.750604141000864e-05,0.005148005148005148,23
69,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,0.004181398145745704,0.15444015444015444,6
70,0.0003958259730055108,0.002274368231046932,4.984481296262473e-05,1.4792693315926273e-05,0.0444015444015444,1
71,0.1084462104084545,0.04267148014440433,0.0029730841233784077,0.002023440424605114,0.08236808236808238,0
72,0.003564118122892173,0.005740072202166066,9.597994026256736e-05,4.267536942061401e-05,0.19305019305019305,11
73,0.00017054204156088498,0.002779783393501805,0.005767339438719046,5.7490216962730164e-05,0.005148005148005148,23
74,0.0039826830347724695,0.007906137184115524,0.0001996338839268417,4.2669039641702614e-05,0.19305019305019305,11
75,0.0005743687523186348,0.02169675090252708,0.002014434069207419,0.0003907910553210587,0.012870012870012873,18
76,0.003564118122892173,0.005740072202166066,0.00010161221490534226,4.267220453115832e-05,0.19305019305019305,11
77,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,0.004181398145745704,0.15444015444015444,6
78,0.003962891736122194,0.00776173285198556,0.00024329043661210816,4.393499542398128e-05,0.19305019305019305,11
79,0.1084462104084545,0.08039711191335741,0.0017284285177702845,0.0012381490635209199,0.08236808236808238,0
80,0.003596542165361774,0.0036462093862815893,0.00012992076078719475,4.26785343100697e-05,0.19305019305019305,11
81,0.00017054204156088498,0.002779783393501805,0.013029752281721829,5.750604141000864e-05,0.005148005148005148,23
82,0.1084462104084545,0.08007220216606499,0.003571913356861992,0.002424761067145276,0.08236808236808238,0
83,0.0013175951803555779,0.001552346570397112,0.0058041629746767645,0.004181398145745704,0.15444015444015444,6
84,0.003564118122892173,0.005740072202166066,9.744232264596724e-05,4.267536942061401e-05,0.19305019305019305,11
85,0.1084462104084545,0.04277978339350181,0.0029730841233784077,0.002023440424605114,0.08236808236808238,0
86,0.0027703607195779315,0.009025270758122744,0.0005881463666476607,0.00033031634760160656,1.0,11
87,0.1084462104084545,0.08072202166064983,0.0017284285177702845,0.0012381490635209199,0.08236808236808238,0
88,0.1084462104084545,0.08014440433212996,0.0017272324478337015,0.0012381490635209199,0.08236808236808238,0
89,0.0,0.0003610108303249098,0.0,0.0,0.07207207207207207,10
90,0.0008716593235334121,0.03274368231046931,0.01761390523249154,0.0012493084637417071,0.02059202059202059,18
91,0.0030305952422560226,0.0003610108303249098,0.00022958001774921064,0.00030670310737265365,0.16473616473616473,6
92,0.0020241866513164802,0.04447653429602888,0.0005044261432350656,0.0005350783656062702,0.18532818532818526,19
93,0.0035695923118805478,0.005740072202166066,0.00010153746053430584,4.390018163996862e-05,0.19305019305019305,11
