,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters
0,40506,23615,23335,23335,16521,8846,15928,4975,15051,4364,8820,5753,5137,1126,16084,466,16058,8791,3496,1031,8576,8576,6385,11583,8571,3509,13994,9420,6521
1,9929,9577,9577,9098,8846,19605,8846,8820,8820,8820,5244,8820,8820,8820,8820,8784,8791,937,8786,8571,1264,444,8784,8576,1033,8571,8571,8571,8571
2,0,17243,17030,17071,23196,890,19780,15132,19462,15096,13269,14384,11847,16635,11307,1735,12351,1734,2731,197,1307,9611,3444,9671,13889,11575,3426,6345,9397
3,0,0,493,479,494,452,254,18701,103,1340,245,103,17602,12392,244,103,232,16052,438,9790,15875,14391,458,230,9576,194,133,143,84
4,0,0,0,452,899,479,479,288,479,103,16665,640,103,479,479,16096,479,196,88,157,161,228,230,474,192,474,474,474,366
5,0,0,0,0,479,4182,843,1146,230,479,479,479,479,162,1264,479,327,438,196,1245,10030,474,479,1068,435,1009,929,437,474
6,0,0,0,0,0,15981,288,479,644,17982,640,241,1103,640,640,9725,5222,232,479,474,474,196,82,1131,474,19,2967,3431,86
7,0,0,0,0,0,0,4017,254,4229,640,227,227,244,5716,95,450,12,479,223,24,311,309,150,150,2959,10733,193,11383,144
8,0,0,0,0,0,0,0,640,245,245,1122,17019,640,16,1099,3462,90,1261,1031,438,1034,390,11470,11,89,1066,266,133,117
9,0,0,0,0,0,0,0,0,1172,1145,2476,1121,530,88,155,909,173,28,4830,232,230,19,15,390,47,161,184,1130,1064
10,0,0,0,0,0,0,0,0,0,221,103,1590,3689,231,5103,232,973,461,332,92,5138,1238,21,425,207,155,15,5,15
11,0,0,0,0,0,0,0,0,0,0,1145,39,16,58,437,322,443,3454,200,5134,425,32,1063,3388,899,182,1032,1894,11
12,0,0,0,0,0,0,0,0,0,0,0,19,197,2024,3682,1033,429,9610,24,978,99,1738,1732,3088,24,189,24,185,206
13,0,0,0,0,0,0,0,0,0,0,0,0,28,1561,28,196,16,5103,1289,135,192,189,86,1751,205,946,83,15,3178
14,0,0,0,0,0,0,0,0,0,0,0,0,0,487,982,5126,1548,327,16,1760,15,4829,198,16,16,185,198,28,34
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1289,1087,103,442,3445,458,19,1033,189,135,437,6,3098,143
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2013,182,10120,207,967,3464,944,309,393,3151,9301,221,11542
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,15,24,426,12,11,9597,213,1742,527,417,1016,3438
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,14382,16,182,1065,311,15,193,428,155,213,430
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,213,3467,213,192,6,3441,37,1912,198,184
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15870,213,87,410,79,4163,213,195,922,213
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2730,3151,6493,1029,11,906,155,1891
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,18,965,324,15,17,17,986
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,182,181,6531,162,379,32
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,213,80,4139,9,112
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,181,83,136
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,342,193,5
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,155,906
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,15
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
