,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters
0,50424,40256,40239,17,10168,40220,11,915,9253,40210,40163,4,13,10,472,911,47,2,10,8781,2,573,16950,338,19,4,23213,16944,10
1,11,11,17,40220,40220,11,915,40210,40210,10,10,10,10,472,10,10,10,10,8781,338,338,338,338,19,4,16944,16944,10,152
2,0,10168,10168,10168,4,9253,9253,9253,4,4,4,13,911,911,911,47,2,2,2,2,573,16950,23213,23213,23213,23213,40,40,40
3,0,0,11,11,11,915,40210,10,10,472,472,472,472,10,4,4,338,338,338,4,4,4,4,4,10,10,10,152,16801
4,0,0,0,19,19,19,19,19,19,8781,8781,8781,8781,8781,8781,8781,8781,8781,19,19,19,19,19,16944,16944,6,6,6,6
5,0,0,0,0,13,13,13,13,13,13,13,47,47,47,47,16950,16950,16950,16950,16950,16950,23213,571,6,6,6,6,6,6
6,0,0,0,0,0,4,4,4,911,911,911,911,2,2,2,2,2,573,573,573,40,40,40,40,40,40,8780,8780,8780
7,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,152,152,152,23197,23197
8,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,8,8,8,8,8,8,8,8,8,8
9,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1
11,0,0,0,0,0,0,0,0,0,0,47,16950,16950,16950,16950,465,465,465,465,465,465,465,465,571,571,571,571,571,571
12,0,0,0,0,0,0,0,0,0,0,0,23213,23213,23213,23213,23213,23213,23213,23213,23213,23213,1,1,1,186,13,13,13,13
13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,573,40,40,40,8780,8780,8780,8780,8780,8780,2,2,2
14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,143
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,465,465,465,465,465
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,186,186
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
