,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters
0,18831,10154,10203,14517,8453,8452,8452,8449,8452,8482,8449,8449,8436,8449,8452,8436,8436,8436,8436,8436,8440,8440,8440,8439,8436,8438,8438,8436,8436
1,9194,9163,8621,8483,8421,8238,8447,7992,8109,8125,7977,7901,4462,4435,4472,3780,4224,3661,3641,3640,3642,3635,3634,3634,3641,3640,3648,3639,3821
2,0,8708,8490,2222,5419,4965,5203,4699,4863,4766,4590,2309,3513,2476,3754,3467,2370,2333,2333,2342,2333,2333,2333,2333,2333,2333,2399,2333,2333
3,0,0,711,2094,2810,3459,3501,2170,2742,1915,1804,2282,2409,2333,2446,2291,2333,2321,2312,2333,2284,2301,2299,2306,2290,2287,2333,2105,2264
4,0,0,0,709,2214,1670,902,1843,1278,1219,1492,1759,2242,2177,2102,2235,2078,1944,2056,2069,1922,1915,1916,1881,1937,1936,1950,1797,1922
5,0,0,0,0,708,709,708,1069,778,1081,913,1410,1887,1816,1944,1763,1790,1786,1760,1760,1777,1787,1788,1787,1778,1776,1782,1405,1180
6,0,0,0,0,0,532,581,858,708,710,707,993,1767,1415,1037,1579,1585,1433,1402,1436,1401,1413,1151,1347,1582,1391,893,1384,1005
7,0,0,0,0,0,0,231,708,707,708,668,809,902,1227,1009,887,1335,1358,1326,961,1066,1121,1036,1072,1050,1077,702,907,746
8,0,0,0,0,0,0,0,237,226,477,596,708,773,1004,842,803,871,967,998,892,999,899,883,899,887,900,670,892,699
9,0,0,0,0,0,0,0,0,162,274,431,565,461,976,707,769,629,901,893,782,893,732,748,743,715,734,651,823,693
10,0,0,0,0,0,0,0,0,0,268,223,304,329,708,299,536,576,869,803,769,722,516,528,725,516,502,504,576,672
11,0,0,0,0,0,0,0,0,0,0,175,302,317,272,236,461,538,461,617,645,461,461,480,461,461,476,494,482,476
12,0,0,0,0,0,0,0,0,0,0,0,234,316,261,223,316,461,334,461,510,346,441,461,361,323,461,461,461,434
13,0,0,0,0,0,0,0,0,0,0,0,0,211,245,206,282,316,316,316,461,316,324,406,316,316,343,437,339,427
14,0,0,0,0,0,0,0,0,0,0,0,0,0,231,186,211,182,292,202,316,299,316,316,299,299,299,340,299,359
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,134,144,236,175,202,275,299,299,257,297,263,333,296,324
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,89,229,134,174,275,275,275,242,220,243,299,292,312
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,145,89,156,202,261,246,215,168,191,245,284,299
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,132,171,211,215,186,158,186,243,254,285
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,130,159,189,149,147,150,217,227,238
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,110,166,144,147,115,186,180,229
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,155,110,127,95,174,170,212
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,110,109,85,162,127,185
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,62,76,141,110,155
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,22,135,97,127
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,96,62,94
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,42,62
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
