,seqReadPct,totalOpenReq,totalFile,predict
0,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
1,0.6088826277,0.003564118122892173,0.005740072202166066,7
2,0.954607694,0.0035013754952561947,0.019025270758122742,17
3,0.3056839866,0.1084462104084545,0.043321299638989175,8
4,0.3621346887,0.09529468190961607,0.11093862815884477,8
5,0.6275252337,0.008001579935160336,0.008664259927797834,7
6,0.9928965177,0.001288960961031775,0.001552346570397112,21
7,0.9871180842,0.00017054204156088498,0.002779783393501805,21
8,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
9,0.6088987764,0.003564118122892173,0.005740072202166066,7
10,0.2667382743,0.1084462104084545,0.08014440433212996,8
11,0.6090470894,0.003564118122892173,0.005740072202166066,7
12,0.6093599346999999,0.003580119598396652,0.006173285198555957,7
13,0.9228234959999999,0.0020241866513164802,0.04447653429602888,22
14,0.7331078685,0.0008716593235334121,0.00010830324909747292,9
15,0.6092115998,0.003580119598396652,0.006173285198555957,7
16,0.9928965177,0.00133907084484843,0.001552346570397112,21
17,0.9694457781,0.0005634203743418866,0.0014801444043321301,17
18,0.9580923824,0.0002282315716691349,0.005090252707581228,17
19,0.9981338790000002,0.017759953444128108,0.15700361010830327,10
20,0.9871180842,0.00017054204156088498,0.002779783393501805,21
21,0.9937167301,0.0007398576963517897,0.001552346570397112,21
22,0.6094051328,0.003564118122892173,0.005740072202166066,7
23,0.9937167301,0.0007040649221970362,0.001552346570397112,21
24,0.8367844093000001,5.558407280502917e-05,0.0011191335740072202,1
25,0.6091954023,0.003564118122892173,0.005740072202166066,7
26,0.2667382743,0.1084462104084545,0.07978339350180506,8
27,0.3056839866,0.1084462104084545,0.04314079422382672,8
28,0.26002744450000004,0.1084462104084545,0.04263537906137185,8
29,0.6096857884,0.003962891736122194,0.003176895306859206,7
30,0.9928965177,0.00133907084484843,0.001552346570397112,21
31,0.8367844093000001,5.558407280502917e-05,0.0011191335740072202,1
32,0.9937167301,0.0007183820318589378,0.001552346570397112,21
33,0.0,0.0,0.3472924187725632,4
34,0.1782349302,0.1084462104084545,0.0800361010830325,8
35,0.9937167301,0.0007255405866898884,0.001552346570397112,21
36,0.6065451285000001,0.003564118122892173,0.005740072202166066,7
37,0.9937167301,0.0007326991415208393,0.00025270758122743686,21
38,0.9981338790000002,0.017759953444128108,0.15700361010830327,10
39,0.6093889054,0.003596542165361774,0.0036462093862815893,7
40,0.1782349302,0.1084462104084545,0.08126353790613719,8
41,0.6097543405,0.0035767508667114986,0.005740072202166066,7
42,0.0,0.0004316187471602644,3.610108303249098e-05,0
43,0.9937167301,0.0007255405866898884,0.001552346570397112,21
44,0.2667382743,0.1084462104084545,0.08068592057761734,8
45,0.6622939931,0.0026356114521718,0.005234657039711192,3
46,0.9928965177,0.001288960961031775,0.001552346570397112,21
47,0.9937167301,0.0006897478125351348,0.001552346570397112,21
48,0.1782349302,0.1084462104084545,0.08075812274368231,8
49,0.7331071923000001,0.0008720804149940563,0.032779783393501814,9
50,0.2660375105,0.1084462104084545,0.07945848375451264,8
51,0.6088826277,0.003564118122892173,0.005740072202166066,7
52,0.1782349302,0.1084462104084545,0.0796028880866426,8
53,0.6091954023,0.003564118122892173,0.005740072202166066,7
54,0.9871216291,0.00017054204156088498,0.002779783393501805,21
55,0.7026291931,0.0012658009306963462,0.0006859205776173287,3
56,0.9928965177,0.001288960961031775,0.001552346570397112,21
57,0.1782349302,0.1084462104084545,0.07996389891696751,8
58,0.6622939931,0.0026356114521718,0.005234657039711192,3
59,0.26002744450000004,0.1084462104084545,0.043104693140794216,8
60,0.9928965177,0.0013319122900174794,0.001552346570397112,21
61,0.9377513397,0.0027703607195779315,0.009025270758122744,22
62,0.1782349302,0.1084462104084545,0.08007220216606499,8
63,0.6092115998,0.003564118122892173,0.005740072202166066,7
64,0.9928965177,0.00133907084484843,0.001552346570397112,21
65,0.9928965177,0.0013175951803555779,0.001552346570397112,21
66,0.609356465,0.003571276677723124,0.0035740072202166072,7
67,0.7159160245,0.011085232701457523,0.11249097472924187,11
68,0.9871216291,0.00017054204156088498,0.002779783393501805,21
69,0.9928965177,0.0013175951803555779,0.001552346570397112,21
70,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
71,0.3056839866,0.1084462104084545,0.04267148014440433,8
72,0.6093889054,0.003564118122892173,0.005740072202166066,7
73,0.9871180842,0.00017054204156088498,0.002779783393501805,21
74,0.608811749,0.0039826830347724695,0.007906137184115524,7
75,0.9794050714,0.0005743687523186348,0.02169675090252708,2
76,0.6092115998,0.003564118122892173,0.005740072202166066,7
77,0.9928965177,0.0013175951803555779,0.001552346570397112,21
78,0.6097824521,0.003962891736122194,0.00776173285198556,7
79,0.1782349302,0.1084462104084545,0.08039711191335741,8
80,0.6088987764,0.003596542165361774,0.0036462093862815893,7
81,0.9871216291,0.00017054204156088498,0.002779783393501805,21
82,0.3370645727,0.1084462104084545,0.08007220216606499,8
83,0.9928965177,0.0013175951803555779,0.001552346570397112,21
84,0.6093889054,0.003564118122892173,0.005740072202166066,7
85,0.3056839866,0.1084462104084545,0.04277978339350181,8
86,0.9393402255,0.0027703607195779315,0.009025270758122744,22
87,0.1782349302,0.1084462104084545,0.08072202166064983,8
88,0.1782349302,0.1084462104084545,0.08014440433212996,8
89,0.0,0.0,0.0003610108303249098,0
90,0.7331078685,0.0008716593235334121,0.03274368231046931,9
91,0.7023775126999999,0.0030305952422560226,0.0003610108303249098,3
92,0.9228234959999999,0.0020241866513164802,0.04447653429602888,22
93,0.6106264869000001,0.0035695923118805478,0.005740072202166066,7
94,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
95,0.9937167301,0.0007293304098356857,0.001552346570397112,21
96,0.9228234959999999,0.0020241866513164802,0.04444043321299639,22
97,0.2667382743,0.1084462104084545,0.07971119133574008,8
98,0.9228234959999999,0.0020241866513164802,0.04447653429602888,22
99,0.1782349302,0.1084462104084545,0.07989169675090252,8
100,0.9928965177,0.0013175951803555779,0.00025270758122743686,21
101,0.6091954023,0.003596542165361774,0.0036462093862815893,7
102,0.9871180842,0.00017054204156088498,0.002779783393501805,21
103,0.9871216291,0.00017054204156088498,0.002779783393501805,21
104,0.9928965177,0.0013104366255246274,0.001552346570397112,21
105,0.1782349302,0.1084462104084545,0.08036101083032493,8
106,0.7331071923000001,0.0008716593235334121,0.03274368231046931,9
107,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
108,0.0,0.0,0.3472924187725632,4
109,0.9928965177,0.0013319122900174794,0.001552346570397112,21
110,0.2667382743,0.1084462104084545,0.08054151624548737,8
111,0.608927777,0.0039826830347724695,0.007906137184115524,7
112,0.9871216291,0.00017054204156088498,0.002779783393501805,21
113,0.9937167301,0.0007221718550047353,0.001552346570397112,21
114,0.6090470894,0.003564118122892173,0.005740072202166066,7
115,0.9937167301,0.0007293304098356857,0.001552346570397112,21
116,0.9458313942,0.005084258295817593,0.0006137184115523465,22
117,0.6688821885,0.0431252397589504,7.220216606498194e-05,3
118,0.6939050700999999,0.00038698305233198345,0.002346570397111913,3
119,0.6340987482,0.008640375680957527,7.220216606498194e-05,7
120,0.6097701564,0.0035767508667114986,0.005740072202166066,7
121,0.6091758079,0.003564118122892173,0.0021660649819494585,7
122,0.26002744450000004,0.1084462104084545,0.04335740072202166,8
123,0.9228234959999999,0.0020241866513164802,0.04447653429602888,22
124,0.8728157843000001,0.00042024927772287213,0.013104693140794224,12
125,0.9666277713,0.0002290737545904233,0.005126353790613719,17
126,0.9937167301,0.0007255405866898884,0.001552346570397112,21
127,0.6754744733,0.013275750479728446,0.0007581227436823107,3
128,0.9928965177,0.001346229399679381,0.001552346570397112,21
129,0.9228234959999999,0.0020241866513164802,0.04444043321299639,22
130,0.9401401531,0.005104470685928514,0.0,22
131,0.9928965177,0.0013247537351865288,0.001552346570397112,21
132,0.6094051328,0.003564118122892173,0.005740072202166066,7
133,0.6088987764,0.003564118122892173,0.005740072202166066,7
134,0.9937167301,0.0007255405866898884,0.001552346570397112,21
135,0.0,0.0004316187471602644,3.610108303249098e-05,0
136,0.7522464698000001,0.0003958259730055108,0.002274368231046932,9
137,0.2667382743,0.1084462104084545,0.08025270758122745,8
138,0.3370645727,0.1084462104084545,0.07931407942238268,8
139,0.6275252337,0.008001579935160336,0.008664259927797834,7
140,0.9937167301,0.0006897478125351348,0.001552346570397112,21
141,0.2660375105,0.1084462104084545,0.07945848375451264,8
142,0.2660375105,0.1084462104084545,0.07981949458483754,8
143,0.9871180842,0.00017054204156088498,0.002779783393501805,21
144,0.9928965177,0.00133907084484843,0.001552346570397112,21
145,0.9937167301,0.0007255405866898884,0.001552346570397112,21
146,0.2667382743,0.1084462104084545,0.08025270758122745,8
147,0.3370645727,0.1084462104084545,0.07989169675090252,8
148,0.2660375105,0.1084462104084545,0.08039711191335741,8
149,0.6761246345999999,0.012199019614861329,0.0007942238267148015,3
150,0.6101585013999999,0.0035767508667114986,0.0021660649819494585,7
151,0.616212036,0.003962891736122194,0.00776173285198556,7
152,0.2667382743,0.1084462104084545,0.08043321299638989,8
153,0.6092115998,0.003564118122892173,0.005740072202166066,7
154,0.6088826277,0.003564118122892173,0.005740072202166066,7
